,A,Average Aggregation Delay (ms),IoT Device Battery (V),Data per Packet,B,Goodput (B/s),G/T (%),Packet Loss (%),Received Packets,Sent Packets,Gateway Received Packets (pps),Router Received Packet (pps),Sampling Interval (s),C,Throughput (B/s),Topology,AB,AC,BC,ABC
117,-1,53.01252142110763,2.5108351351351352,10,1,6662.4,73.57784183149455,-1.146051712089447,957,8586,95.7,858.6,10,1,9054.9,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,-1,-1,1,-1
118,-1,54.98764003944773,2.481793693693697,10,1,6956.0,73.29048572331682,-1.287988422575977,1014,8983,101.4,898.3,10,1,9491.0,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,-1,-1,1,-1
119,-1,41.900177716390424,2.519060569105692,10,1,7568.8,73.5992531943445,-1.130470431485087,1086,9757,108.6,975.7,10,1,10283.8,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,-1,-1,1,-1
120,1,350.37775862068963,2.486406666666666,50,1,5800.0,94.11764705882352,0.036560595802301005,145,7385,14.5,738.5,10,-1,6162.5,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
121,1,593.869864,2.4879599999999993,50,1,5000.0,94.11764705882352,0.044430538172715,125,6392,12.5,639.2,10,-1,5312.5,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
122,1,329.1351886792453,2.492183870967741,50,1,6360.0,94.11764705882352,0.033395176252318005,159,8085,15.9,808.5,10,-1,6757.5,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
123,1,296.41930113636363,2.489209999999999,50,1,7040.0,94.11764705882352,0.02202742189256,176,8898,17.6,889.8,10,-1,7480.0,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
124,1,317.03337575757575,2.489194285714284,50,1,6600.0,94.11764705882352,0.030321117345111004,165,8377,16.5,837.7,10,-1,7012.5,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
125,1,287.2484529411765,2.486110526315788,50,1,6800.0,94.11764705882352,0.014946286781877002,170,8564,17.0,856.4,10,-1,7225.0,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
126,1,251.48391826923077,2.488752380952379,50,1,8320.0,94.11764705882352,0.018292682926829,208,10496,20.8,1049.6,10,-1,8840.0,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
127,1,300.60892485549135,2.488159999999999,50,1,6920.0,94.11764705882352,0.033196907685311,173,8796,17.3,879.6,10,-1,7352.5,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
128,1,297.9405363128492,2.491491176470587,50,1,7160.0,94.11764705882352,0.010890098899877,179,8999,17.9,899.9,10,-1,7607.5,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
129,1,288.33496703296703,2.489431578947366,50,1,7280.0,94.11764705882352,0.022813688212927,182,9205,18.2,920.5,10,-1,7735.0,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
130,1,262.69909375,2.486546341463413,50,1,7680.0,94.11764705882352,0.026315789473684,192,9728,19.2,972.8,10,-1,8160.0,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
131,1,431.804184,2.486370833333333,50,1,5000.0,94.11764705882352,0.027769012306721002,125,6338,12.5,633.8,10,-1,5312.5,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
132,1,314.4159633507853,2.488570454545453,50,1,7640.0,94.11764705882352,0.021340515901792003,191,9653,19.1,965.3,10,-1,8117.5,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
133,1,271.87531891891894,2.490125581395347,50,1,7400.0,94.11764705882352,0.022236476373743003,185,9354,18.5,935.4,10,-1,7862.5,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
134,1,235.44465753424657,2.4854346938775502,50,1,8760.0,94.11764705882352,0.016304347826087,219,11040,21.9,1104.0,10,-1,9307.5,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
135,1,233.64872522522523,2.489115686274508,50,1,8880.0,94.11764705882352,0.0205082478823,222,11215,22.2,1121.5,10,-1,9435.0,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
136,1,275.2788823529412,2.48650476190476,50,1,7480.0,94.11764705882352,0.012752391073326002,187,9410,18.7,941.0,10,-1,7947.5,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
137,1,446.1781186440678,2.485042857142856,50,1,4720.0,94.11764705882352,0.036605657237936004,118,6010,11.8,601.0,10,-1,5015.0,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
138,1,257.0584679802956,2.490002173913042,50,1,8120.0,94.11764705882352,0.022984028048305002,203,10268,20.3,1026.8,10,-1,8627.5,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
139,1,358.8425608695652,2.4879698113207542,50,1,9200.0,94.11764705882352,0.017241379310344,230,11600,23.0,1160.0,10,-1,9775.0,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,-1,-1,-1
140,1,299.1503294797688,2.512281481481482,50,1,4274.4,90.81136204295821,-1.055457435535146,173,5662,17.3,566.2,10,1,4706.9,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
141,1,192.46006484641637,2.497311475409835,50,1,7220.8,90.78998654646499,-1.099217262534376,293,9454,29.3,945.4,10,1,7953.3,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
142,1,251.05299507389162,2.502877142857142,50,1,5048.8,90.86622392599392,-1.0715690724769251,203,6609,20.3,660.9,10,1,5556.3,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
143,1,157.0327639751553,2.496509333333334,50,1,8030.4,90.88892410077642,-1.074866310160427,322,10472,32.2,1047.2,10,1,8835.4,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
144,1,222.36266801619433,2.498711999999999,50,1,6254.4,91.01413000771257,-1.028074046830942,247,8157,24.7,815.7,10,1,6871.9,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
145,1,169.2359143730887,2.5024459459459463,50,1,7809.6,90.52404631915707,-1.248559507252135,327,10066,32.7,1006.6,10,1,8627.1,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
146,1,134.5318892215569,2.491659740259741,50,1,8325.6,90.88487653647141,-1.094311654622938,334,10794,33.4,1079.4,10,1,9160.6,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
147,1,191.26519140625,2.491137931034482,50,1,6376.0,90.87799315849487,-1.071385722855429,256,8335,25.6,833.5,10,1,7016.0,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
148,1,196.48467586206897,2.456066666666665,50,1,7174.4,90.82208775350027,-1.144995119835159,290,9221,29.0,922.1,10,1,7899.4,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
149,1,198.44782783882783,2.501607407407406,50,1,6304.0,90.2311600944679,-1.355869698832206,273,8135,27.3,813.5,10,1,6986.5,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
150,1,242.16828431372548,2.493774358974357,50,1,5072.8,90.86479902557856,-1.074604370761115,204,6635,20.4,663.5,10,1,5582.8,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
151,1,215.92607327586208,2.504310256410256,50,1,5411.2,90.31913473093871,-1.258884674813878,232,7119,23.2,711.9,10,1,5991.2,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
152,1,183.76684191176471,2.451785,50,1,6694.4,90.77891082664352,-1.111416151910318,272,8742,27.2,874.2,10,1,7374.4,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
153,1,237.99273831775702,2.447235714285713,50,1,5364.0,90.93066621461264,-1.061078529537977,214,6991,21.4,699.1,10,1,5899.0,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
154,1,159.75762091503267,2.4998457142857142,50,1,7400.8,90.6316588699209,-1.162790697674418,306,9675,30.6,967.5,10,1,8165.8,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
155,1,753.6712213114754,2.067810666666666,50,1,8328.0,90.10061668289516,-1.399275564224017,366,10767,36.6,1076.7,10,1,9243.0,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
156,1,223.95487632508835,2.497659322033897,50,1,6992.8,90.81204628391102,-1.113996478873239,283,9088,28.3,908.8,10,1,7700.3,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
157,1,1069.2988229166667,2.055815476190476,50,1,9113.6,90.47013977128336,-1.256721228055296,384,11791,38.4,1179.1,10,1,10073.6,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
158,1,161.07399682539682,2.465168055555554,50,1,7462.4,90.45442975066365,-1.22679778733866,315,9762,31.5,976.2,10,1,8249.9,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
159,1,162.62831804281345,2.458514705882352,50,1,7876.8,90.59728787826506,-1.1858924395947,327,10264,32.7,1026.4,10,1,8694.3,wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwc,1,1,1,1
